SampleId,Area_Name,Area_Code,Latitude,Longitude,Year,Month,Day,Hour,Minute,PCI
172LR-9,4.b,2,55.02,-0.2267,1972,9,16,18,46,2
172Q--19,4.a,3,60.8133,-0.575,1970,9,17,20,24,1
173LR-3,4.b,2,55.95,-2.2283,1972,10,7,22,44,1
173LR-23,4.b,2,53.7683,2.14,1972,10,7,8,14,2
173SA-5,7.d,4,50.3533,-0.7833,1973,2,17,10,33,1
174Q--17,4.a,3,60.9483,-1.1817,1970,12,23,3,37,0
175LR-21,4.b,2,53.8167,2.03,1972,12,28,6,12,1
176LR-23,4.b,2,53.66,2.4267,1973,1,11,3,57,1
176LR-33,4.c,1,52.2133,3.7317,1973,1,10,19,25,1
176Q--11,4.a,3,61.2683,-2.79,1971,3,15,6,28,0
176Q--37,4.a,3,58.9133,4.4567,1971,3,14,13,43,2
176SA-1,7.d,4,50.65,0.2567,1973,5,19,15,14,2
177GA-7,4.a,3,59.1983,0.885,1976,10,15,19,34,0
177LR-11,4.b,2,55.0317,-0.115,1973,2,28,23,13,1
177LR-23,4.b,2,53.7667,2.5417,1973,3,1,9,30,2
177Q--19,4.a,3,60.8017,-0.6017,1971,4,21,1,25,2
177SA-3,7.d,4,50.5133,-0.2017,1973,6,14,20,45,2
178LR-7,4.b,2,55.2233,-0.5633,1973,3,11,13,55,0
178LR-23,4.c,1,53.4583,2.8283,1973,3,11,0,42,2
178Q--21,4.a,3,60.5433,0.0567,1971,5,23,17,31,2
179LR-21,4.b,2,53.62,2.6283,1973,3,24,7,0,6.5
179Q--29,4.a,3,59.7933,2.115,1971,6,16,16,13,0
180L--15,4.b,2,55.2883,1.5017,1969,11,11,10,22,1
180L--31,4.b,2,54.425,5.875,1969,11,12,2,45,2
180LR-23,4.c,1,52.9867,2.5317,1973,4,10,14,30,2
180Q--9,4.a,3,61.4333,-3.7133,1971,7,24,2,58,0
180Q--19,4.a,3,60.82,-0.5217,1971,7,23,22,14,1
180Q--35,4.a,3,59.2033,3.7167,1971,7,23,12,20,0
180SA-7,7.d,4,50.1883,-1.3117,1973,9,15,12,59,1
181L--27,4.b,2,54.6317,4.8,1969,12,7,3,38,1
181Q--17,4.a,3,60.98,-1.1417,1971,8,13,22,44,2
181Q--41,4.a,3,58.51,5.0767,1971,8,13,8,27,1
182L--23,4.b,2,54.7783,3.625,1970,1,19,5,52,0
182LR-25,4.c,1,52.3833,2.9967,1973,5,12,19,21,2
182Q--17,4.a,3,60.7967,-0.4167,1971,9,19,21,57,1
182SA-3,7.d,4,50.53,-0.2033,1973,11,25,21,39,1
183L--19,4.b,2,54.305,1.8667,1970,2,14,15,56,1
183LR-11,4.b,2,54.395,0.3983,1973,5,17,7,22,2
183LR-25,4.c,1,52.6617,3.0183,1973,5,16,21,1,2
183Q--17,4.a,3,60.96,-1.2567,1971,11,20,10,54,0
183Q--29,4.a,3,59.8383,2.075,1971,11,20,2,6,1
183SA-3,7.d,4,50.5267,-0.1967,1973,12,20,9,12,1
184L--13,4.b,2,55.4283,0.88,1970,3,22,5,6,1
184LR-13,4.b,2,54.0733,0.8817,1973,6,16,8,31,2
184LR-23,4.c,1,52.8217,2.7267,1973,6,16,16,27,6.5
184Q--29,4.a,3,59.8633,2.045,1971,12,17,19,39,0
184SA-9,7.d,4,50.11,-1.6317,1974,1,20,13,0,0
185L--15,4.b,2,55.2833,1.5183,1970,4,10,10,53,2
185LR-9,4.b,2,54.5817,0.145,1973,7,10,3,18,2
185Q--21,4.a,3,60.6433,-0.1167,1972,1,8,22,0,0
185SA-9,7.d,4,50.0967,-1.6283,1974,2,17,2,32,1
186L--27,4.b,2,54.55,5.24,1970,4,25,23,11,1
186LR-3,4.b,2,55.325,-1.0117,1973,9,11,1,37,2
186Q--25,4.a,3,60.2233,0.8783,1972,2,27,18,18,0
186SA-5,7.d,4,50.38,-0.6917,1974,3,19,9,23,0
187L--7,4.b,2,55.665,-0.75,1970,5,9,21,34,2
187LR-3,4.b,2,55.3067,-1.0767,1973,10,9,2,10,1
187Q--21,4.a,3,60.6233,-0.1633,1972,3,12,4,46,0
187Q--33,4.a,3,59.4183,3.025,1972,3,11,20,58,0
188LR-5,4.b,2,55.3567,-1.39,1973,11,8,18,53,1
189L--27,4.b,2,54.34,4.5533,1970,6,20,22,13,1
189Q--21,4.a,3,59.6033,-1.4717,1972,5,17,17,58,1
189Q--33,4.a,3,58.2433,1.3633,1972,5,17,10,57,0
190L--15,4.b,2,55.0883,1.3283,1970,8,1,5,25,1
190LR-5,4.c,1,52.335,3.115,1974,2,2,16,51,1
190Q--21,4.a,3,59.2333,-1.4633,1972,6,14,17,3,1
190SA-3,7.d,4,50.5233,-0.2367,1974,9,13,5,41,1
191L--21,4.b,2,54.71,2.94,1970,8,15,20,38,1
191Q--23,4.a,3,59.3117,-1.0817,1972,7,12,17,2,1
191Q--39,4.a,3,57.555,2.745,1972,7,12,6,57,0
191SA-5,7.d,4,50.56,-0.805,1974,11,4,20,7,0
192L--9,4.b,2,55.6733,-0.1633,1970,9,12,10,30,1
192LR-19,4.c,1,53.335,2.0233,1974,3,12,3,58,1
192Q--31,4.a,3,58.2933,1.1067,1972,8,15,11,55,1
193L--3,4.b,2,55.9,-1.88,1970,10,10,0,33,2
193L--21,4.b,2,54.705,2.945,1970,10,10,17,16,2
193LR-19,4.c,1,53.2583,2.1333,1974,3,21,3,19,2
193SA-9,7.d,4,50.0917,-1.5767,1974,12,15,4,52,0
194LR-19,4.c,1,53.2783,2.035,1974,4,2,14,18,2
194QA-7,4.a,3,59.6867,1.405,1973,4,17,5,14,2
195L--1,4.b,2,56.04,-2.475,1970,12,5,23,0,1
195L--19,4.b,2,54.6617,1.4033,1970,12,6,15,42,1
195LR-13,4.b,2,54.1517,0.795,1974,4,20,8,40,1
195Q--17,4.a,3,59.795,-2.9633,1973,5,23,19,9,2
195Q--23,4.a,3,59.15,-1.4783,1973,5,23,15,37,2
196L--17,4.b,2,54.855,2.3617,1971,1,16,11,17,2
196L--29,4.b,2,54.2967,5.605,1971,1,16,22,6,1
196LR-1,4.b,2,55.59,-1.4033,1974,5,8,21,49,1
197L--23,4.b,2,54.6817,2.9267,1971,2,13,14,38,2
197LR-15,4.b,2,53.9883,0.9667,1974,6,15,10,32,2
197QA-1,4.a,3,60.1117,-0.8917,1973,6,15,17,50,6.5
198LR-1,4.b,2,55.6233,-1.405,1974,7,8,21,34,1
198LR-19,4.c,1,53.36,1.9783,1974,7,9,11,21,2
198Q--25,4.a,3,58.7233,-0.5883,1973,6,28,11,10,0
198SA-5,7.d,4,50.3867,-0.6917,1975,5,21,7,27,1
199L--3,4.b,2,55.9267,-1.865,1971,3,12,22,27,1
199L--27,4.b,2,54.68,4.7983,1971,3,13,20,13,1
199LR-3,4.b,2,55.3917,-1.1133,1974,8,5,23,13,1
199LR-21,4.c,1,53.15,2.2933,1974,8,6,13,49,6.5
199LR-27,4.c,1,52.4017,3.39,1974,8,6,18,42,6.5
199QA-19,4.a,3,61.9417,4.0867,1973,7,12,7,42,1
199SA-3,7.d,4,50.5267,-0.2183,1975,6,18,3,12,2
200L--21,4.b,2,54.9867,3.1767,1971,3,26,22,22,1
200LR-11,4.b,2,54.7067,-0.2633,1974,9,10,14,12,6.5
200LR-23,4.c,1,53.245,2.0533,1974,9,10,4,25,1
200Q--29,4.a,3,58.3117,0.4967,1973,7,20,14,2,1
200SA-3,7.d,4,50.5667,0.2817,1975,7,12,10,23,2
201L--7,4.b,2,55.7267,-0.6683,1971,4,10,1,2,2
201LR-11,4.b,2,54.9483,-0.8367,1974,10,5,16,45,1
201LR-19,4.b,2,53.8783,0.5267,1974,10,5,22,34,1
201Q--11,4.a,3,60.6783,-3.935,1973,8,15,23,6,0
201Q--21,4.a,3,59.53,-1.5167,1973,8,15,17,38,2
201Q--37,4.a,3,57.7833,2.35,1973,8,15,8,4,1
202L--5,4.b,2,55.9983,-1.29,1971,4,24,18,59,6.5
202LR-13,4.b,2,54.1217,0.85,1974,11,17,1,42,1
202QA-3,4.a,3,60.2133,-0.17,1973,8,20,21,49,2
203Q--11,4.a,3,60.665,-3.865,1973,9,19,0,31,2
203Q--23,4.a,3,59.3033,-0.945,1973,9,18,17,58,2
204L--11,4.b,2,55.575,0.3267,1971,5,22,4,35,2
205LR-15,4.b,2,54.0717,0.8433,1975,4,11,4,23,1
205LR-23,4.c,1,53.0833,2.3467,1975,4,11,10,25,2
206L--15,4.b,2,55.3167,1.4517,1971,7,17,11,45,1
206L--33,4.b,2,54.3817,6.3917,1971,7,18,4,13,2
206LR-17,4.b,2,53.5967,1.6583,1975,4,17,8,20,6.5
207L--31,4.b,2,54.5583,5.72,1971,8,15,13,42,2
207LR-21,4.c,1,53.1667,2.4517,1975,5,8,3,4,6.5
207SA-1,7.d,4,50.5833,0.3367,1976,1,10,3,4,0
208L--19,4.b,2,54.9783,3.1067,1971,9,11,16,22,1
208L--31,4.b,2,54.335,6.3733,1971,9,12,4,20,1
208LR-19,4.b,2,53.7367,1.4783,1975,6,12,10,43,2
209L--21,4.b,2,54.98,3.1383,1971,10,9,15,4,2
210L--23,4.b,2,55.5867,3.345,1971,11,7,13,30,2
210L--35,4.b,2,54.6983,6.4167,1971,11,8,1,11,1
210SA-1,7.d,4,50.5883,0.3433,1976,4,15,7,59,1
211L--21,4.b,2,54.4117,4.1417,1971,12,5,5,29,1
211LR-3,4.b,2,55.5267,-1.4383,1975,7,14,22,43,2
211SA-7,7.d,4,50.2517,-1.3067,1976,6,12,12,31,2
212L--3,4.b,2,55.8367,-1.9,1972,1,24,4,15,1
212L--27,4.b,2,54.3917,4.4167,1972,1,23,4,8,1
213L--17,4.b,2,55.2017,2.1217,1972,2,12,17,23,1
213LR-27,4.c,1,52.7717,2.8267,1975,8,16,16,1,2
214L--1,4.b,2,55.34,1.6683,1972,3,3,17,27,2
214LR-9,4.b,2,54.3917,0.4517,1975,9,18,7,20,2
216L--11,4.b,2,55.5117,0.5067,1972,3,25,11,36,2
216LR-17,4.b,2,54.02,0.935,1975,11,15,9,52,1
217LR-29,4.c,1,52.5467,3.1767,1975,12,20,16,18,0
218L--5,4.b,2,56.3183,-1.525,1972,5,14,2,56,1
218L--29,4.b,2,54.5933,4.475,1972,5,13,5,6,2
219LR-3,4.b,2,55.8633,-1.9383,1976,2,13,21,3,0
219LR-23,4.c,1,53.375,1.8867,1976,2,14,12,33,0
220L--1,4.b,2,56.1383,-1.1267,1972,6,25,4,31,1
220L--23,4.b,2,54.82,4.8983,1972,6,24,9,39,2
221L--7,4.b,2,55.6167,-0.1033,1972,7,15,2,18,1
221L--29,4.b,2,54.4783,5.9683,1972,7,15,21,13,2
222L--25,4.b,2,54.65,3.835,1972,9,9,6,1,2
223L--9,4.b,2,55.56,0.3133,1972,10,6,17,16,1
223L--23,4.b,2,54.7883,4.1617,1972,10,6,5,54,2
223LR-21,4.c,1,53.3933,1.9433,1976,5,26,1,1,2
224LR-9,4.b,2,54.99,-0.7383,1976,6,12,2,9,0
224LR-29,4.c,1,52.565,3.1233,1976,6,12,19,9,1
225L--1,4.b,2,56.0617,-2.5817,1972,12,8,21,15,1
225L--25,4.b,2,54.79,4.0867,1972,12,9,16,56,1
225LR-3,4.b,2,55.8267,-1.8567,1976,7,8,22,7,1
226L--31,4.b,2,54.44,6.1683,1973,1,12,4,14,0
226LR-9,4.b,2,55.1933,-0.875,1976,8,13,19,32,2
226LR-29,4.c,1,52.72,2.9167,1976,8,14,12,18,2
227L--3,4.b,2,55.9417,-1.945,1973,2,2,20,46,0
227L--27,4.b,2,54.565,4.6317,1973,2,3,16,37,1
227LR-15,4.b,2,53.9067,1.155,1976,9,20,2,3,1
228L--7,4.b,2,55.75,-0.9483,1973,2,16,23,38,1
228L--27,4.b,2,54.7133,4.595,1973,2,17,17,9,1
229L--5,4.b,2,55.8133,-1.3283,1973,3,10,23,5,0
229L--27,4.b,2,54.5617,4.695,1973,3,10,3,49,1
230L--25,4.b,2,54.6767,4.105,1973,3,17,11,39,1
230L--37,4.b,2,54.08,7.3633,1973,3,17,21,32,0
231L--3,4.b,2,55.965,-2.0083,1973,4,8,18,4,2
231L--29,4.b,2,54.28,4.0317,1973,4,7,13,50,2
231L--37,4.b,2,54,6.1733,1973,4,6,23,30,6.5
233L--7,4.b,2,55.7683,-0.6933,1973,6,16,0,19,0
233L--35,4.b,2,54.1833,6.94,1973,6,16,21,3,6.5
234L--13,4.b,2,55.3633,1.2933,1973,7,21,15,45,1
234L--33,4.b,2,54.2633,6.7417,1973,7,20,23,35,2
235L--7,4.b,2,55.785,-0.6533,1973,8,18,17,41,1
235L--13,4.b,2,55.4467,1.01,1973,8,18,12,59,1
235L--35,4.b,2,54.2083,6.9883,1973,8,17,19,46,2
239L--9,4.b,2,55.7,-0.5633,1973,12,17,20,46,0
239L--29,4.b,2,54.615,4.9417,1973,12,18,15,44,1
240L--17,4.b,2,55.1333,2.0167,1974,1,22,15,5,0
241L--31,4.b,2,54.4733,5.9083,1974,2,17,23,36,0
242L--3,4.b,2,56.0117,-1.7783,1974,3,23,16,39,1
242L--19,4.b,2,55.1117,2.65,1974,3,23,4,29,2
243L--11,4.b,2,55.5067,0.3817,1974,3,30,4,8,1
243L--21,4.b,2,54.9717,3.145,1974,3,30,11,42,2
244L--5,4.b,2,55.94,-1.7667,1974,4,12,22,10,1
244L--21,4.b,2,55.085,2.6883,1974,4,13,11,8,1
245L--17,4.b,2,55.2117,2.05,1974,4,20,5,41,0
246L--21,4.b,2,55.0317,2.6667,1974,5,11,13,2,1
247L--1,4.b,2,56.04,-2.41,1974,6,8,18,14,2
247L--25,4.b,2,54.755,4.2467,1974,6,9,11,51,2
248L--9,4.b,2,55.6967,-0.6567,1974,7,8,1,38,0
248L--15,4.b,2,55.3683,1.0083,1974,7,8,6,8,0
249L--17,4.b,2,55.2567,1.555,1974,8,10,12,8,1
249L--29,4.b,2,54.62,4.8483,1974,8,10,21,18,1
250L--5,4.b,2,55.9667,-1.7533,1974,9,26,8,19,1
250L--19,4.b,2,55.4117,2.25,1974,9,25,20,36,1
251L--3,4.b,2,56.0017,-2.3483,1974,10,12,17,11,1
251L--37,4.b,2,54.2667,7.0683,1974,10,13,18,47,1
252L--7,4.b,2,55.7467,-0.7283,1974,11,21,5,22,0
252L--21,4.b,2,55.0433,3.1817,1974,11,20,19,47,1
253L--5,4.b,2,55.8283,-1.3,1975,2,13,7,19,0
253L--21,4.b,2,54.9667,3.135,1975,2,12,20,4,1
253L--29,4.b,2,54.535,5.3167,1975,2,12,14,25,0
253T--7,4.a,3,61.94,4.0967,1970,1,29,4,25,0
254L--9,4.b,2,55.685,-0.6083,1975,3,15,22,30,0
254L--21,4.b,2,55.0317,2.71,1975,3,16,8,50,2
254T--5,4.a,3,61.6233,4.2367,1970,2,28,21,32,0
255L--17,4.b,2,55.2383,2.0917,1975,4,20,12,49,0
255L--25,4.b,2,54.82,4.295,1975,4,20,6,9,2
256L--9,4.b,2,55.5383,-0.215,1975,5,11,18,1,1
256L--33,4.b,2,54.375,6.43,1975,5,10,21,37,2
257L--1,4.b,2,56.075,-2.3617,1975,6,10,21,44,1
257L--17,4.b,2,55.21,2.1,1975,6,11,10,35,1
257L--25,4.b,2,54.7783,4.295,1975,6,11,16,59,2
258TB-3,4.b,2,56.8783,2.94,1970,7,31,19,0,0
258TB-27,4.a,3,60.8333,2.325,1970,8,1,17,11,0
259A--1,4.b,2,57.4867,-1.695,1969,12,4,2,39,0
259L--13,4.b,2,55.4883,0.4517,1975,7,9,4,6,1
260A--13,4.a,3,59.5767,-1.2267,1970,5,2,18,16,6.5
260L--19,4.b,2,55.1583,2.15,1975,8,13,11,17,1
260L--29,4.b,2,54.6283,4.89,1975,8,13,19,32,1
261A--1,4.a,3,57.7217,-1.6567,1970,6,28,2,28,1
262A--9,4.a,3,58.87,-1.3733,1970,7,25,20,58,2
262L--25,4.b,2,54.8417,3.7517,1975,10,9,17,2,1
262T--5,4.a,3,61.6417,4.2717,1970,12,11,0,37,0
263L--7,4.b,2,55.7667,-1.0233,1975,11,15,5,26,1
263L--33,4.b,2,54.2567,6.0333,1975,11,16,6,7,1
264A--9,4.a,3,58.91,-1.3983,1970,10,10,21,16,0
264L--3,4.b,2,55.9933,-2.2167,1975,12,10,0,25,0
264L--19,4.b,2,55.125,2.2317,1975,12,10,14,8,0
265L--11,4.b,2,55.5,0.425,1976,1,17,11,25,0
265L--27,4.b,2,54.6317,4.82,1976,1,18,0,39,0
265T--3,4.a,3,61.2983,4.3967,1971,3,3,19,22,0
266L--5,4.b,2,55.8983,-1.715,1976,2,17,22,16,0
266L--19,4.b,2,55.1067,2.1533,1976,2,17,11,24,0
267L--15,4.b,2,55.3017,1.0517,1976,3,10,20,21,1
267L--27,4.b,2,54.615,4.3167,1976,3,10,10,46,2
268A--9,4.a,3,58.895,-1.35,1971,4,27,21,22,1
268L--7,4.b,2,55.71,-0.7733,1976,4,7,1,23,0
268L--31,4.b,2,54.44,5.8383,1976,4,7,22,23,6.5
269A--13,4.a,3,59.575,-1.2067,1971,5,15,18,8,2
269L--17,4.b,2,55.2733,1.5833,1976,5,5,10,29,2
269L--31,4.b,2,54.5183,5.4133,1976,5,5,22,4,6.5
270A--5,4.a,3,58.255,-1.5183,1971,6,16,0,22,1
270L--15,4.b,2,55.29,1.4633,1976,6,9,4,11,2
270L--31,4.b,2,54.4317,5.8383,1976,6,9,17,20,0
271A--9,4.a,3,58.9533,-1.3517,1971,7,20,20,47,2
271L--13,4.b,2,55.4667,0.5117,1976,7,14,2,56,1
271L--33,4.b,2,54.375,5.98,1976,7,14,19,11,2
272L--7,4.b,2,55.7133,-0.7,1976,8,10,22,36,1
272L--27,4.b,2,54.675,4.8367,1976,8,11,13,38,0
274L--5,4.b,2,56.2067,-1.5567,1976,9,21,21,44,1
274L--35,4.b,2,54.45,6.535,1976,9,23,0,43,2
275L--13,4.b,2,55.0067,0.7233,1976,10,17,0,2,1
275L--33,4.b,2,54.0517,6.0333,1976,10,16,8,32,2
276A--1,4.b,2,57.4867,-1.7117,1972,1,5,3,54,0
277A--1,4.a,3,57.5017,-1.7083,1972,2,20,2,54,0
277L--17,4.b,2,55.28,1.6217,1976,11,24,7,36,0
277L--25,4.b,2,54.865,3.83,1976,11,24,14,5,1
278A--7,4.a,3,58.4733,-1.4833,1972,4,9,23,6,1
278T--5,4.a,3,61.5917,4.55,1972,2,26,2,49,0
279A--1,4.a,3,57.54,-1.6567,1972,5,14,3,32,1
279T--1,4.a,3,60.9217,4.6567,1972,3,24,15,47,2
280A--1,4.b,2,57.275,-1.9033,1972,6,29,17,38,1
281A--7,4.a,3,58.475,-1.4833,1972,7,22,22,59,1
284T--1,4.a,3,60.925,4.65,1972,7,13,7,44,0
288TB-5,4.a,3,58.6217,3.9183,1972,10,28,1,9,1
291A--9,4.a,3,58.9117,-1.42,1973,6,23,23,10,6.5
292A--11,4.a,3,59.2883,-1.2983,1973,7,17,20,27,1
293A--9,4.a,3,58.9467,-1.375,1973,8,18,21,11,2
295A--13,4.a,3,59.4683,-1.22,1973,10,16,19,49,1
295T--3,4.a,3,61.2633,4.6317,1973,3,17,19,23,2
296A--1,4.b,2,57.4133,-1.76,1973,12,2,4,31,0
297T--7,4.a,3,61.91,4.235,1973,5,7,22,11,1
298A--1,4.b,2,57.49,-1.695,1974,1,16,4,36,0
299A--7,4.a,3,58.4633,-1.4617,1974,2,20,1,5,0
299TB-5,4.a,3,60.3767,3,1973,7,5,15,12,1
300TB-9,4.a,3,60.41,2.8333,1973,8,2,8,17,0
302T--7,4.a,3,61.9,4.1783,1973,10,3,4,7,0
305A--7,4.a,3,58.4733,-1.4833,1974,8,10,23,4,1
305A--15,4.a,3,59.7967,-1.1667,1974,8,10,17,44,2
307A--11,4.a,3,59.21,-1.3117,1974,10,19,20,1,1
314A--7,4.a,3,58.4817,-1.4717,1975,4,15,22,54,1
315A--3,4.a,3,57.815,-1.6217,1975,5,28,1,37,1
315A--15,4.a,3,59.8,-1.165,1975,5,27,17,46,6.5
316A--15,4.a,3,59.81,-1.1617,1975,6,17,18,38,1
318T--13,4.a,3,62,4.3483,1974,12,20,12,7,0
319A--11,4.a,3,59.1367,-1.32,1975,9,27,22,39,0
320A--15,4.a,3,59.8033,-1.1633,1975,10,28,21,50,1
323A--9,4.a,3,58.8067,-1.3967,1976,1,13,22,59,0
324A--7,4.a,3,58.4833,-1.4717,1976,2,4,0,15,0
326A--3,4.a,3,57.8167,-1.6217,1976,3,17,4,19,0
329A--7,4.a,3,58.4783,-1.4717,1976,6,15,23,52,0
329T--7,4.a,3,61.97,4.4917,1975,9,17,0,43,1
330T--1,4.a,3,61.1233,4.4667,1975,10,13,10,23,1
331T--1,4.a,3,60.9733,4.6283,1975,11,2,20,28,0
333A--13,4.a,3,59.47,-1.2417,1976,11,9,22,37,0
335T--7,4.a,3,61.9717,4.4533,1976,2,13,1,19,0
339T--7,4.a,3,61.975,4.4317,1976,6,4,0,38,0
345T--3,4.a,3,61.625,4.315,1976,10,21,2,40,1
359C--7,4.b,2,54.415,2.06,1969,11,15,4,18,1
359C--29,4.b,2,56.7467,7.0583,1969,11,15,19,8,1
360C--11,4.b,2,54.6783,2.665,1969,12,13,21,51,1
361C--23,4.b,2,56.0017,5.275,1970,1,25,7,57,0
362C--5,4.b,2,54.1633,1.535,1970,2,21,8,20,1
362C--31,4.b,2,56.8683,7.5033,1970,2,22,2,28,1
363C--3,4.b,2,53.8617,0.75,1970,3,20,21,2,1
363C--27,4.b,2,56.2867,6.2967,1970,3,21,13,3,1
364C--3,4.b,2,53.8417,0.8833,1970,4,18,3,54,1
364C--25,4.b,2,56.125,5.8733,1970,4,18,18,44,1
365C--21,4.b,2,55.7267,5.0067,1970,5,16,14,57,0
366C--19,4.b,2,55.4767,4.515,1970,6,13,13,12,0
367C--23,4.b,2,56.205,6.0667,1970,7,12,9,5,2
368C--5,4.b,2,54.17,1.5133,1970,8,8,2,29,2
370C--25,4.b,2,56.1033,5.8667,1970,11,15,9,47,1
371C--17,4.b,2,55.2317,3.9917,1970,12,12,15,59,2
372C--1,4.b,2,53.65,0.41,1971,1,23,15,36,1
374C--13,4.b,2,54.93,3.2033,1971,2,20,8,11,2
374C--27,4.b,2,56.39,6.425,1971,2,20,18,8,1
375C--3,4.b,2,53.8383,0.8117,1971,3,6,1,22,1
375C--33,4.b,2,56.9433,7.7017,1971,3,6,23,32,0
376C--7,4.b,2,54.31,1.8383,1971,3,20,3,43,2
378C--27,4.b,2,56.4,6.51,1971,4,17,18,34,1
379C--17,4.b,2,55.4017,4.0983,1971,6,26,5,45,1
381C--27,4.b,2,56.3667,6.4483,1971,8,17,10,54,2
382C--27,4.b,2,56.3633,6.4433,1971,9,9,12,0,1
383C--11,4.b,2,54.7133,2.7617,1971,10,7,2,16,2
384C--17,4.b,2,55.34,4.1833,1971,11,13,7,31,2
384C--21,4.b,2,55.7483,5.1117,1971,11,13,9,45,2
385C--17,4.b,2,55.345,4.1283,1971,12,16,7,3,1
385C--31,4.b,2,56.79,7.4033,1971,12,16,14,37,1
387C--11,4.b,2,55.5117,4.4067,1972,2,10,13,7,0
388C--27,4.b,2,56.3867,6.435,1972,2,24,13,20,1
389C--9,4.b,2,54.455,2.195,1972,6,6,2,4,1
389C--21,4.b,2,55.6733,4.9583,1972,6,6,8,31,1
391C--25,4.b,2,56.0883,5.8917,1972,9,7,10,27,1
391C--33,4.b,2,56.9033,7.8,1972,9,7,14,47,1
392C--3,4.b,2,53.8783,0.9633,1972,10,9,21,32,1
392C--17,4.b,2,55.2983,4.1517,1972,10,10,5,18,1
393C--15,4.b,2,55.1167,3.6933,1972,12,9,7,41,1
393C--25,4.b,2,56.1317,6.0283,1972,12,9,14,42,1
397C--3,4.b,2,53.93,0.9017,1973,3,15,0,37,1
398C--1,4.b,2,53.7017,0.5033,1973,3,28,21,57,1
398C--23,4.b,2,56.2433,5.0967,1973,3,29,10,29,1
399C--1,4.b,2,53.705,0.4717,1973,4,12,21,0,2
399C--15,4.b,2,55.3583,3.2833,1973,4,13,5,37,1
399C--33,4.b,2,57.305,7.395,1973,4,13,16,19,0
400C--5,4.b,2,54.1733,1.3083,1973,5,10,0,13,2
400C--23,4.b,2,56.245,5.1067,1973,5,10,10,32,1
400C--29,4.b,2,56.9283,6.4283,1973,5,10,13,58,1
400C--31,4.b,2,57.1567,6.875,1973,5,10,15,7,0
401C--3,4.b,2,53.9517,0.925,1973,5,23,23,9,1
401C--33,4.b,2,57.405,7.33,1973,5,24,16,39,0
402C--5,4.b,2,54.1667,1.3183,1973,6,21,0,28,1
402C--33,4.b,2,57.3533,7.37,1973,6,21,17,3,0
403C--27,4.b,2,56.6933,5.9917,1973,7,12,12,28,1
404C--21,4.b,2,56.0067,4.6717,1973,8,16,8,30,1
404C--31,4.b,2,57.1467,6.875,1973,8,16,14,9,1
405C--11,4.b,2,54.8917,2.5283,1973,9,13,4,24,1
406C--3,4.b,2,54.4433,1.7817,1973,10,15,20,46,2
406C--27,4.b,2,57.2333,6.875,1973,10,15,2,20,2
407C--5,4.b,2,54.1633,1.3267,1974,1,10,1,24,1
407C--25,4.b,2,56.455,5.5717,1974,1,10,15,56,0
409C--13,4.b,2,55.0783,2.9867,1974,2,21,5,54,2
409C--21,4.b,2,55.995,4.6917,1974,2,21,10,56,0
410C--11,4.b,2,54.7783,2.4767,1974,3,29,2,54,2
410C--31,4.b,2,57.06,6.805,1974,3,29,14,26,0
411C--3,4.b,2,53.93,0.97,1974,4,6,17,29,1
411C--13,4.b,2,55.0833,3.0367,1974,4,6,23,27,1
411C--33,4.b,2,57.39,7.36,1974,4,7,11,26,2
412C--9,4.b,2,54.62,2.15,1974,5,16,3,25,1
412C--17,4.b,2,55.5383,3.8367,1974,5,16,8,3,1
412C--27,4.b,2,56.685,6,1974,5,16,13,51,1
413C--7,4.b,2,54.4033,1.7067,1974,6,20,0,38,1
413C--23,4.b,2,56.2633,5.06,1974,6,20,10,11,1
414C--1,4.b,2,55.98,4.5233,1974,7,22,0,3,1
416C--21,4.b,2,55.9983,4.6967,1974,9,19,8,47,1
417C--13,4.b,2,55.02,3,1974,10,17,6,30,2
418C--13,4.b,2,55.0767,2.9883,1975,1,3,5,22,0
418C--23,4.b,2,56.2217,5.1283,1975,1,3,11,8,0
421C--19,4.b,2,56.07,4.7217,1975,3,23,13,19,2
422C--13,4.b,2,55.0383,2.9717,1975,4,11,4,17,2
422C--33,4.b,2,57.345,7.2867,1975,4,11,15,40,0
424C--9,4.b,2,54.6183,2.1567,1975,6,12,1,32,0
425C--25,4.b,2,56.4467,5.5817,1975,7,10,10,42,0
428C--21,4.b,2,56.1183,5.9783,1975,10,28,6,46,1
429C--5,4.b,2,54.0667,1.385,1976,1,1,0,14,0
430C--13,4.b,2,55.095,2.9833,1976,2,29,6,29,0
430K--17,4.b,2,56.7117,2.4067,1969,11,16,10,18,2
431C--5,4.b,2,54.2033,1.15,1976,3,13,0,57,1
431K--7,4.b,2,56.4,-0.5933,1969,12,6,3,17,1
432C--1,4.b,2,54.915,2.5933,1976,4,28,16,55,1
432K--15,4.b,2,56.6,2.685,1970,2,2,10,37,1
433C--1,4.b,2,53.705,0.52,1976,5,21,22,0,2
433C--23,4.b,2,56.2583,5.0967,1976,5,22,12,28,1
433K--13,4.b,2,56.55,1.28,1970,2,21,12,45,0
434K--5,4.b,2,56.3167,-1.0933,1970,3,21,2,0,1
434K--29,4.b,2,57.2283,6,1970,3,22,0,0,2
435K--19,4.b,2,56.8667,2.8733,1970,4,18,11,29,1
436C--5,4.b,2,54.1,1.21,1976,8,13,23,11,1
436C--13,4.b,2,55.0283,2.8567,1976,8,14,4,42,1
