SampleId,Area_Name,Area_Code,Latitude,Longitude,Year,Month,Day,Hour,Minute,PCI
260LG-27,4.b,2,55.89944661,7.140138245,2005,11,9,23,9,1
261HE-13,4.b,2,54.01266683,3.960166677,2007,8,30,6,39,1
261HE-19,4.b,2,54.13166504,5.651833089,2007,8,30,2,34,2
261LG-11,4.b,2,53.65749105,4.884748332,2005,12,15,17,49,1
261LG-19,4.b,2,54.8276123,5.976275635,2005,12,15,22,44,1
261LG-33,4.b,2,56.884493,7.935284424,2005,12,16,6,43,1
262HE-1,4.b,2,53.5831665,0.691500028,2007,9,22,13,45,6.5
262HE-17,4.b,2,54.0918335,5.113499959,2007,9,22,1,35,2
262LG-23,4.b,2,55.3695,6.58,2006,1,20,21,44,0
262LG-33,4.b,2,56.818,8.055333333,2006,1,21,3,29,1
263LG-1,4.c,1,52.1055,3.577166667,2006,2,17,8,51,1
263LG-15,4.b,2,54.24133333,5.089333333,2006,2,17,16,40,1
264HE-11,4.b,2,53.96976725,3.328895823,2007,11,16,9,13,1
264HE-21,4.b,2,54.16818848,6.145304362,2007,11,16,2,45,2
265HE-13,4.b,2,54.055,4.543,2008,2,29,8,34,1
265LG-15,4.b,2,54.06316667,5.2795,2006,4,28,16,58,2
265LG-29,4.b,2,56.08966667,7.2955,2006,4,29,0,51,1
266HE-7,4.b,2,54.175,6.208,2008,3,15,23,59,1
266LG-15,4.b,2,54.0405,5.384333333,2006,6,2,16,21,1
267LG-13,4.b,2,53.88866667,5.0805,2006,7,5,14,29,2
267LG-23,4.b,2,55.33333333,6.512166667,2006,7,5,20,9,2
269HE-15,4.b,2,54.012,3.923,2008,5,14,6,57,6.5
269LG-9,4.c,1,53.27116667,4.614,2006,8,28,5,5,6.5
269LG-31,4.b,2,56.45133333,7.632,2006,8,28,17,59,6.5
26DI-13,4.a,3,61.19,-2.378,2019,2,15,4,38,1
26DI-23,4.a,3,60.437,0.63,2019,2,15,10,33,1
26DI-37,4.a,3,59.12,4.408,2019,2,15,19,20,1
270LG-1,4.c,1,52.097,3.532166667,2006,9,28,20,0,6.5
270LG-19,4.b,2,54.757,5.670833333,2006,9,29,5,29,2
270LG-29,4.b,2,56.15166667,7.277,2006,9,29,10,43,6.5
271HE-11,4.b,2,54.093,5.078,2008,7,12,2,6,2
271LG-11,4.c,1,53.395,4.696333333,2006,10,13,0,54,6.5
271LG-25,4.b,2,55.44483333,6.456833333,2006,10,13,8,8,2
272LG-13,4.b,2,53.845,4.776833333,2006,12,17,2,8,1
273HE-13,4.b,2,54.05,4.488,2008,9,11,4,56,2
273LG-15,4.b,2,54.24399821,5.105499776,2007,2,2,5,37,1
274HE-13,4.b,2,54.052,4.505,2008,10,11,21,16,1
274LG-9,4.c,1,53.15150146,4.508500163,2007,3,9,1,11,2
276HE-5,4.b,2,54.197,6.772,2008,12,10,0,1,1
277LG-11,4.b,2,53.65483398,4.842999776,2007,6,14,0,44,1
278LG-3,4.c,1,52.48966471,3.704833221,2007,7,11,19,25,2
27DI-17,4.a,3,60.902,-0.95,2019,3,15,7,4,1
27DI-33,4.a,3,59.365,3.382,2019,3,15,17,25,1
27KC-23,4.b,2,55.508,1.955,2015,3,15,17,8,6.5
27KC-33,4.b,2,54.017,0.667,2015,3,16,2,50,6.5
280HE-23,4.b,2,53.693,1.482,2009,5,10,1,46,2
281LG-5,4.c,1,52.76450195,3.695499929,2007,9,27,23,26,2
282HE-9,4.b,2,54.153,5.667,2009,8,5,0,1,2
282HE-23,4.b,2,53.753,1.772,2009,8,5,6,59,1
282LG-13,4.b,2,53.79399821,4.867833455,2007,10,9,20,19,6.5
282LG-27,4.b,2,55.825,6.778333537,2007,10,10,2,56,2
284LG-3,4.b,2,56.73380534,7.772660319,2007,11,22,10,30,2
285HE-9,4.b,2,54.135,5.648,2009,11,21,0,56,2
286HE-3,4.b,2,53.978,7.35,2009,12,7,21,37,2
286HE-15,4.c,1,53.345,4.153,2009,12,8,4,37,1
286LG-13,4.b,2,53.985,4.94,2008,1,28,10,38,0
287LG-7,4.c,1,52.965,4.337,2008,2,18,12,28,1
287LG-25,4.b,2,55.63,6.56,2008,2,18,19,51,1
288LG-3,4.c,1,52.605,3.898,2008,3,21,0,0,2
289LG-17,4.b,2,54.322,5.167,2008,4,18,10,57,2
289LG-31,4.b,2,56.332,7.25,2008,4,18,17,44,1
28KC-1,4.a,3,58.757,5.37,2015,5,9,13,33,2
28KC-37,4.b,2,53.855,0.253,2015,5,10,18,57,2
290HE-7,4.b,2,54.172,6.215,2010,5,13,9,35,2
290HE-21,4.b,2,53.827,2.282,2010,5,13,18,51,1
290LG-1,4.c,1,52.018,3.5,2008,5,14,16,13,2
290LG-21,4.b,2,54.96,5.763,2008,5,15,2,27,1
292LG-3,4.b,2,54.085,4.92,2008,8,20,23,27,1
292M--23,4.a,3,58.6431,4.5124,2003,6,30,4,37,1
293LG-19,4.b,2,54.92,5.79,2008,9,11,2,45,1
293LG-31,4.b,2,56.628,7.638,2008,9,11,9,26,1
293M--9,4.a,3,57.7399,0.5059,2003,7,13,11,39,1
294LG-5,4.c,1,52.828,4.21,2008,10,12,1,2,2
294LG-29,4.b,2,56.367,7.348,2008,10,12,13,21,2
294M--11,4.a,3,57.8554,1.022,2003,8,11,8,29,2
295HE-17,4.b,2,53.972,3.39,2010,9,11,3,6,1
295LG-23,4.b,2,55.48,6.358,2008,11,9,11,25,2
295M--21,4.a,3,58.5152,3.9906,2003,9,8,12,8,2
296HE-3,4.b,2,54.213,7.342,2010,10,9,13,3,2
296HE-15,4.b,2,54.013,3.953,2010,10,9,20,38,2
296LG-19,4.b,2,54.597,5.488,2008,12,12,6,32,2
296LG-33,4.b,2,56.562,7.717,2008,12,12,13,41,1
296M--15,4.a,3,57.9868,2.2388,2003,10,6,4,19,1
297HE-23,4.b,2,53.728,1.735,2010,11,9,10,14,1
297LG-29,4.b,2,56.377,7.452,2009,1,16,18,13,1
297M--25,4.a,3,58.7603,5.0572,2003,11,17,5,58,0
298HE-13,4.b,2,54.05,4.488,2010,12,12,22,54,1
298LG-3,4.c,1,52.57,3.827,2009,2,26,23,40,2
298M--1,4.b,2,57.2148,-1.759,2003,12,7,14,37,1
299M--5,4.b,2,57.2051,-0.4285,2004,1,11,17,59,1
29DI-11,4.a,3,61.308,-2.988,2019,5,17,3,44,1
29DI-19,4.a,3,60.78,-0.493,2019,5,17,8,29,2
29DI-27,4.a,3,60.065,1.785,2019,5,17,13,45,1
29DI-33,4.a,3,59.503,3.428,2019,5,17,17,43,1
29DI-39,4.a,3,58.88,4.913,2019,5,17,21,7,1
29KC-1,4.a,3,58.767,5.383,2015,6,13,16,17,6.5
29KC-17,4.b,2,56.497,2.81,2015,6,14,4,57,1
29KC-31,4.b,2,54.407,0.978,2015,6,14,14,43,6.5
2DI-17,4.a,3,60.908,-0.98,2017,1,20,7,45,1
2DI-19,4.a,3,60.745,-0.415,2017,1,20,8,57,1
2DI-33,4.a,3,59.373,3.367,2017,1,20,17,28,1
2DI-39,4.a,3,58.753,4.893,2017,1,20,21,7,1
2OA-1,4.a,3,58.807,-1.138,2012,6,4,10,3,2
300HE-19,4.b,2,53.9,2.807,2011,2,24,3,49,1
300LG-5,4.c,1,52.698,4.122,2009,4,19,4,57,1
300LG-17,4.b,2,54.527,5.382,2009,4,19,11,23,2
300M--7,4.a,3,57.591,-0.0905,2004,2,10,18,46,0
300M--21,4.a,3,58.5082,3.9565,2004,2,11,3,42,0
301HE-3,4.b,2,54.198,7.342,2011,3,21,21,47,0
301HE-19,4.b,2,53.903,2.833,2011,3,22,7,55,2
302HE-13,4.b,2,54.053,4.545,2011,4,14,21,37,1
302LG-9,4.c,1,53.462,4.743,2009,6,7,6,56,2
302LG-29,4.b,2,56.365,7.45,2009,6,7,17,40,6.5
303HE-17,4.b,2,53.972,3.39,2011,5,15,3,14,2
303LG-19,4.b,2,56.13,7.203,2009,7,23,10,57,6.5
303LG-45,4.c,1,52.4,3.608,2009,7,24,2,52,1
304HE-5,4.b,2,54.192,6.745,2011,6,11,20,3,6.5
304LG-9,4.b,2,53.508,4.728,2009,8,12,23,55,2
304M--3,4.b,2,57.3431,-1.2471,2004,6,6,6,8,0
304M--13,4.a,3,57.9923,1.6176,2004,6,6,12,12,0
305LG-3,4.c,1,52.313,3.718,2009,9,16,17,21,1
305LG-29,4.b,2,56.148,7.072,2009,9,17,8,30,1
306HE-19,4.b,2,53.887,2.723,2011,8,8,0,16,2
307HE-5,4.b,2,54.193,6.8,2011,9,11,15,0,2
307LG-29,4.b,2,56.015,6.925,2009,11,19,7,5,2
308HE-9,4.b,2,54.143,5.67,2011,10,11,1,0,2
308LG-7,4.c,1,53.12,4.495,2010,1,5,18,49,0
308LG-19,4.b,2,54.898,5.915,2010,1,6,1,2,1
309HE-25,4.b,2,53.66,1.22,2011,11,8,12,7,1
30DI-37,4.a,3,59.074,4.148,2019,6,14,23,55,1
30KC-23,4.b,2,55.507,1.958,2015,7,12,15,58,2
30KC-35,4.b,2,53.713,0.43,2015,7,13,0,48,6.5
310HE-13,4.b,2,54.052,4.515,2011,12,12,12,39,1
310HE-23,4.b,2,53.74,1.738,2011,12,12,19,14,1
310LG-1,4.c,1,51.872,3.417,2010,3,11,22,30,1
310LG-35,4.b,2,56.825,7.982,2010,3,12,21,17,1
311HE-11,4.b,2,54.093,5.078,2012,1,7,21,56,6.5
311LG-27,4.b,2,56.39,7.545,2010,4,21,4,40,0
312HE-19,4.b,2,53.9,2.807,2012,2,5,5,39,1
312LG-9,4.c,1,53.385,4.685,2010,5,15,11,1,1
313HE-7,4.b,2,54.172,6.18,2012,3,8,14,4,1
313LG-11,4.b,2,53.77,4.855,2010,6,11,5,8,1
314HE-7,4.b,2,54.172,6.18,2012,4,6,3,5,6.5
315HE-3,4.b,2,54.203,7.11,2012,7,3,20,49,6.5
315HE-17,4.b,2,53.938,3.183,2012,7,4,7,18,2
315M--23,4.a,3,58.67132568,4.64352773,2005,5,15,18,10,1
317LG-13,4.b,2,53.952,4.88,2010,10,11,10,3,2
317LG-33,4.b,2,56.795,7.917,2010,10,11,20,35,2
317M--3,4.b,2,57.32994792,-1.239454142,2005,7,11,0,28,1
318M--7,4.a,3,57.62703857,0.074574431,2005,8,13,12,36,2
319HE-15,4.c,1,53.318,3.985,2012,11,10,2,15,2
319LG-5,4.c,1,53.208,4.56,2010,12,23,1,28,1
319LG-23,4.b,2,55.857,6.975,2010,12,23,10,13,0
319M--13,4.a,3,58.01073812,1.721930186,2005,9,11,22,30,1
31DI-9,4.a,3,61.431,-3.667,2019,7,19,8,45,1
31DI-13,4.a,3,61.188,-2.38,2019,7,19,10,48,1
31DI-25,4.a,3,60.251,1.204,2019,7,19,17,19,1
31DI-37,4.a,3,59.108,4.436,2019,7,19,23,57,1
31KC-11,4.b,2,57.305,3.698,2015,8,8,21,11,1
31KC-27,4.b,2,54.962,1.473,2015,8,9,9,59,2
320HE-11,4.b,2,54.088,5.022,2013,1,17,12,29,1
320M--19,4.a,3,58.3946167,3.442060343,2005,10,9,18,12,1
320M--25,4.a,3,58.78784993,5.203196716,2005,10,9,21,56,1
321HE-11,4.b,2,54.082,4.968,2013,2,8,23,50,1
321M--3,4.a,3,57.73685303,-0.902512995,2005,11,6,21,24,0
321M--9,4.a,3,58.04981283,0.881474495,2005,11,7,1,10,0
321M--19,4.a,3,58.57141113,3.889257558,2005,11,7,7,24,0
322HE-5,4.b,2,54.145,6.69,2013,3,8,18,40,2
322LG-21,4.b,2,55.248,6.115,2011,3,7,14,20,1
322LG-35,4.b,2,57.153,8.468,2011,3,7,22,20,1
322M--5,4.a,3,57.56236572,-0.738791402,2005,12,11,13,47,0
322M--13,4.a,3,58.22185059,1.437148158,2005,12,11,18,38,0
322M--19,4.a,3,58.71258138,2.727694956,2005,12,11,22,45,0
323HE-9,4.b,2,54.133,5.613,2013,4,9,0,56,2
323M--11,4.a,3,57.86133333,1.059,2006,1,22,17,19,0
323M--23,4.a,3,58.63883333,4.554333333,2006,1,23,0,40,1
325HE-13,4.b,2,54.042,4.4,2013,11,16,2,7,1
325LG-9,4.b,2,54.808,5.637,2011,6,15,2,8,2
326HE-1,4.b,2,54.132,7.743,2013,12,9,20,59,1
326HE-13,4.b,2,54.038,4.372,2013,12,10,4,38,1
326HE-21,4.b,2,53.798,2.163,2013,12,10,9,27,1
326M--13,4.a,3,58.01983333,1.725333333,2006,4,10,12,14,2
327HE-11,4.b,2,54.092,5.05,2014,1,15,3,7,1
328HE-25,4.b,2,53.652,1.163,2014,2,18,11,33,1
328LG-9,4.c,1,53.462,4.72,2011,9,8,3,25,1
328M--7,4.a,3,57.6245,-0.013833333,2006,6,11,9,31,2
329HE-17,4.b,2,53.965,3.305,2014,3,15,1,55,1
329LG-7,4.c,1,52.755,4.158,2011,10,12,21,31,2
329LG-17,4.b,2,54.288,5.132,2011,10,13,2,7,1
329LG-29,4.b,2,55.988,6.973,2011,10,13,7,40,6.5
329M--15,4.a,3,58.111,2.198833333,2006,7,10,0,32,1
330HE-5,4.b,2,54.19,6.67,2014,4,6,1,28,6.5
330LG-21,4.b,2,54.993,5.848,2011,11,10,5,19,1
330LG-29,4.b,2,56.11,7.142,2011,11,10,9,0,1
330M--13,4.a,3,57.989,1.611,2006,8,6,23,59,1
330M--23,4.a,3,58.63466667,4.530833333,2006,8,7,6,22,0
331HE-17,4.b,2,53.917,3.017,2014,5,21,7,6,2
331LG-17,4.b,2,54.71,5.537,2011,12,16,7,6,1
331M--13,4.a,3,58.18266667,2.473333333,2006,9,18,0,31,2
331M--21,4.a,3,58.70533333,4.813,2006,9,18,5,44,1
332LG-17,4.b,2,54.785,5.723,2012,1,11,4,0,1
332LG-29,4.b,2,56.47,7.632,2012,1,11,9,24,1
333HE-5,4.b,2,54.19,6.698,2014,7,14,21,40,2
333HE-15,4.b,2,54.008,3.88,2014,7,15,3,56,1
333M--11,4.a,3,57.90866667,1.308833333,2006,11,13,6,49,1
334HE-15,4.b,2,53.993,3.765,2014,8,9,2,16,6.5
334HE-25,4.b,2,53.625,1.023,2014,8,9,10,39,6.5
334M--11,4.a,3,57.81966667,0.772833333,2006,12,10,22,52,0
335HE-21,4.b,2,53.802,2.163,2014,9,9,9,1,1
335LG-15,4.b,2,54.37,5.22,2012,3,26,10,50,2
335M--3,4.b,2,57.33083496,-1.253499985,2007,1,15,2,16,0
336HE-1,4.b,2,54.117,7.81,2014,10,11,21,24,6.5
336LG-19,4.b,2,54.777,5.617,2012,4,20,3,46,1
336LG-29,4.b,2,56.177,7.207,2012,4,20,8,56,1
336M--15,4.a,3,58.11649984,2.182666779,2007,2,13,11,29,0
337HE-19,4.b,2,53.902,2.848,2014,11,20,19,25,1
337M--5,4.b,2,57.49416504,-0.536666679,2007,3,11,21,21,0
338HE-25,4.b,2,53.658,1.24,2014,12,16,11,30,1
338LG-25,4.b,2,55.345,6.598,2012,6,14,6,19,2
338M--11,4.a,3,57.87399902,1.127166621,2007,4,15,18,27,2
339HE-21,4.b,2,53.807,2.202,2015,1,20,9,14,1
339M--11,4.a,3,57.86283366,1.032833354,2007,5,21,7,41,0
339M--19,4.a,3,58.38133138,3.354666646,2007,5,21,12,32,0
33DI-17,4.a,3,60.922,-1.042,2019,9,13,6,40,1
33DI-35,4.a,3,59.302,3.992,2019,9,13,17,39,1
340LG-5,4.c,1,52.83,4.21,2012,8,7,18,3,2
340LG-31,4.b,2,56.603,7.748,2012,8,8,6,16,2
340M--3,4.a,3,57.6668335,-0.863166682,2007,6,17,22,22,1
341HE-1,4.b,2,54.125,7.785,2015,3,13,16,4,1
341HE-19,4.b,2,53.892,2.765,2015,3,14,6,28,6.5
341LG-7,4.c,1,52.83,4.198,2012,9,18,17,34,1
341M--5,4.a,3,57.65950114,-0.82450002,2007,7,29,18,6,2
341M--11,4.a,3,57.91149902,0.606333351,2007,7,29,23,18,1
342HE-15,4.b,2,54.013,3.935,2015,4,14,4,19,2
342LG-35,4.b,2,56.905,8.098,2012,10,10,7,31,2
342M--11,4.a,3,57.85666504,1.071500015,2007,8,19,12,10,2
342M--25,4.a,3,58.77383219,5.149000041,2007,8,19,20,57,1
343HE-3,4.b,2,54.197,7.212,2015,5,12,21,12,2
343HE-21,4.b,2,53.798,2.165,2015,5,13,9,30,2
343LG-3,4.c,1,52.135,3.572,2012,11,20,16,52,1
343M--3,4.b,2,57.33599854,-1.234000015,2007,9,16,20,59,1
343M--9,4.a,3,57.73783366,0.46850001,2007,9,17,0,52,1
344HE-15,4.b,2,54.015,3.98,2015,6,6,1,54,6.5
344LG-5,4.c,1,52.54,3.938,2012,12,27,21,56,2
344LG-37,4.b,2,57.142,8.5,2012,12,28,19,25,1
344M--3,4.b,2,57.35827637,-1.18383077,2007,10,14,13,26,0
345LG-13,4.b,2,53.803,4.858,2013,1,11,5,59,1
345M--7,4.a,3,57.61038818,-0.486664836,2007,11,11,15,15,1
346HE-27,4.b,2,53.578,0.593,2015,8,13,23,13,1
346LG-5,4.c,1,52.683,4.088,2013,2,17,17,35,0
346M--5,4.b,2,57.46235352,-0.67416935,2007,12,9,12,0,0
347LG-15,4.b,2,54.443,5.292,2013,3,15,10,57,1
347M--9,4.a,3,57.788,0.487,2008,1,13,8,13,1
348HE-21,4.b,2,53.825,2.193,2015,10,17,6,5,2
348LG-3,4.c,1,52.543,3.933,2013,4,11,23,26,6.5
348LG-27,4.b,2,56.067,7.073,2013,4,12,14,31,1
348M--9,4.a,3,57.805,0.518,2008,2,17,15,5,1
349HE-1,4.b,2,54.03,7.823,2015,11,16,20,23,6.5
349LG-1,4.c,1,52.278,3.71,2013,5,8,20,16,1
349LG-9,4.c,1,53.463,4.73,2013,5,9,0,6,1
349LG-17,4.b,2,54.677,5.588,2013,5,9,3,39,1
349M--11,4.a,3,57.97,1.262,2008,4,7,2,7,2
34DI-13,4.a,3,61.186,-2.365,2019,10,18,18,21,1
34DI-35,4.a,3,59.315,3.947,2019,10,19,6,37,1
34KC-3,4.a,3,58.402,4.958,2015,11,7,16,34,1
350HE-9,4.b,2,54.153,5.712,2015,12,15,1,7,1
350HE-17,4.b,2,53.958,3.465,2015,12,15,6,9,2
350LG-3,4.c,1,52.477,3.858,2013,6,16,4,15,6.5
351HE-13,4.c,1,53.413,4.508,2016,1,23,2,2,2
351HE-23,4.c,1,53.445,1.772,2016,1,23,9,55,2
352HE-3,4.b,2,53.972,7.232,2016,2,19,18,33,2
352HE-23,4.c,1,53.43,1.847,2016,2,20,9,49,1
353HE-1,4.b,2,54.177,7.625,2016,3,10,9,24,1
353HE-23,4.b,2,53.717,1.492,2016,3,10,22,17,6.5
353HE-25,4.b,2,53.632,0.947,2016,3,10,23,27,2
353LG-17,4.b,2,54.572,5.603,2014,1,16,6,51,1
353M--3,4.b,2,57.388,-1.103,2008,8,17,9,34,1
354HE-1,4.b,2,54.028,7.897,2016,4,22,14,56,6.5
354HE-11,4.b,2,53.593,5.18,2016,4,22,22,40,6.5
354LG-25,4.b,2,55.668,6.728,2014,2,16,17,24,1
355HE-15,4.b,2,53.998,3.945,2016,5,22,0,31,2
355HE-21,4.b,2,53.823,2.278,2016,5,22,5,12,6.5
355LG-21,4.b,2,55.207,6.207,2014,3,20,5,27,1
355M--7,4.a,3,57.663,-0.04,2008,10,12,17,59,1
355M--21,4.a,3,58.57,4.03,2008,10,13,3,1,6.5
356HE-5,4.b,2,54.187,6.74,2016,6,16,9,19,6.5
356HE-23,4.b,2,53.745,1.705,2016,6,16,20,44,1
356LG-33,4.b,2,56.955,8.21,2014,4,10,10,26,2
357HE-15,4.b,2,54.008,4.013,2016,7,9,2,29,6.5
357HE-27,4.b,2,53.598,0.712,2016,7,9,11,41,2
357LG-3,4.c,1,52.657,3.94,2014,5,21,21,3,2
357M--7,4.a,3,57.67,-0.025,2008,12,15,3,28,1
358HE-15,4.c,1,53.347,4.055,2016,8,17,6,27,6.5
358LG-27,4.b,2,55.987,7.095,2014,6,12,7,12,1
358M--13,4.a,3,58.072,1.693,2009,1,18,23,10,1
359HE-11,4.b,2,54.098,5.095,2016,9,6,1,32,6.5
359LG-17,4.b,2,56.538,7.723,2014,7,10,9,44,2
359M--15,4.a,3,58.202,2.283,2009,2,15,20,37,1
35DI-11,4.a,3,61.311,-3.005,2019,11,15,3,33,1
35DI-37,4.a,3,59,4.296,2019,11,15,19,19,1
35KC-23,4.b,2,55.567,2.008,2015,12,13,12,34,1
35KC-33,4.b,2,54.077,0.72,2015,12,13,20,5,2
360HE-19,4.c,1,53.123,3.062,2016,10,15,5,14,6.5
360LG-3,4.c,1,52.59,3.832,2014,8,20,19,59,2
360LG-15,4.b,2,54.347,5.38,2014,8,21,1,49,2
360M--13,4.a,3,58.07,1.712,2009,3,15,21,43,0
361HE-7,4.b,2,54.175,6.223,2016,11,11,21,5,6.5
361LG-9,4.b,2,53.708,4.895,2014,9,7,7,34,2
361LG-33,4.b,2,57.12,8.47,2014,9,7,21,14,2
361M--13,4.a,3,58.068,1.697,2009,4,12,10,19,2
361M--25,4.a,3,58.805,5.25,2009,4,12,19,37,1
362HE-15,4.b,2,53.968,3.95,2016,12,13,4,49,1
362LG-5,4.c,1,52.927,4.28,2014,10,19,5,1,2
362LG-27,4.b,2,56.158,7.278,2014,10,19,19,28,6.5
362M--3,4.b,2,57.388,-1.127,2009,5,17,13,50,1
363LG-3,4.c,1,52.393,3.605,2014,11,12,19,45,2
364HE-3,4.b,2,53.98,7.35,2017,1,31,23,13,2
364HE-27,4.b,2,53.58,0.907,2017,2,1,14,21,1
364LG-11,4.c,1,53.45,4.7,2014,12,17,23,24,0
364LG-35,4.b,2,56.922,8.162,2014,12,18,11,12,2
365LG-17,4.b,2,54.8,5.853,2015,1,18,18,56,1
365M--19,4.a,3,58.427,3.377,2009,8,9,22,58,1
366LG-3,4.c,1,52.637,3.917,2015,2,11,21,2,1
366LG-29,4.b,2,56.4,7.555,2015,2,12,9,28,1
367M--19,4.a,3,58.042,2.577,2009,10,5,3,35,1
368LG-9,4.b,2,54.903,6.077,2015,5,29,6,26,2
368M--7,4.a,3,57.668,-0.002,2009,11,9,0,38,1
368M--21,4.a,3,58.572,4.072,2009,11,9,9,42,1
369LG-21,4.b,2,55.47,6.537,2015,6,24,3,56,6.5
369M--19,4.a,3,57.863,2.805,2009,12,7,1,45,2
36DI-15,4.a,3,61.059,-1.713,2019,12,13,7,9,0
36DI-23,4.a,3,60.598,0.838,2019,12,13,11,45,0
36DI-29,4.a,3,60.253,2.731,2019,12,13,15,19,0
36DI-41,4.a,3,58.829,5.247,2019,12,13,22,52,0
36KC-19,4.b,2,56.505,2.86,2016,1,13,13,42,1
36KC-29,4.a,3,57.932,4.405,2016,1,13,23,33,1
370M--1,4.b,2,57.227,-1.695,2010,1,10,12,17,0
370M--21,4.a,3,58.568,4.05,2010,1,11,5,7,0
371M--11,4.a,3,57.938,1.108,2010,2,7,19,23,0
371M--21,4.a,3,58.572,4.04,2010,2,8,2,41,0
372M--5,4.a,3,57.508,-0.628,2010,3,7,15,39,0
373LG-7,4.c,1,53.117,4.44,2015,10,18,5,48,1
373LG-33,4.b,2,56.88,8.095,2015,10,18,19,56,1
373M--3,4.b,2,57.408,-1.027,2010,4,12,18,18,2
374LG-23,4.b,2,55.657,6.725,2015,11,22,16,17,2
374M--1,4.b,2,57.24,-1.72,2010,5,9,13,9,2
374M--15,4.a,3,58.183,2.277,2010,5,9,23,19,1
375LG-5,4.c,1,52.46,3.785,2015,12,10,23,34,1
375LG-19,4.b,2,54.51,5.555,2015,12,11,5,56,1
375M--21,4.a,3,58.572,4.098,2010,6,7,4,27,1
376LG-1,4.c,1,51.923,3.357,2016,1,14,21,2,1
376LG-17,4.b,2,54.307,5.33,2016,1,15,4,53,1
377LG-17,4.b,2,54.333,5.373,2016,2,15,12,0,1
377LG-25,4.b,2,55.495,6.515,2016,2,15,16,22,1
378LG-1,4.c,1,51.948,3.382,2016,3,24,20,35,2
378LG-25,4.b,2,55.47,6.553,2016,3,25,8,24,1
378M--9,4.a,3,57.785,0.467,2010,9,20,5,37,1
379M--23,4.a,3,58.68,4.647,2010,10,18,18,45,0
37DI-9,4.a,3,61.448,-3.699,2020,1,24,2,33,1
37DI-43,4.a,3,58.436,5.794,2020,1,25,0,48,1
382M--1,4.b,2,57.242,-1.732,2011,1,16,15,10,0
382M--25,4.a,3,58.81,5.222,2011,1,17,6,43,0
383LG-21,4.b,2,55.88,6.902,2016,8,16,8,39,2
383LG-47,4.c,1,52.147,3.35,2016,8,16,20,12,6.5
383M--1,4.b,2,57.212,-1.78,2011,2,13,17,8,0
383M--23,4.a,3,58.012,1.628,2011,2,14,18,44,1
384LG-7,4.b,2,56.658,7.818,2016,9,23,11,25,6.5
384LG-19,4.b,2,54.975,5.893,2016,9,23,17,55,1
384M--15,4.a,3,58.182,2.198,2011,3,6,23,17,2
385LG-17,4.b,2,55.315,6.282,2016,10,21,16,6,2
385LG-25,4.b,2,54.178,5.092,2016,10,21,20,36,6.5
385M--19,4.a,3,58.44,3.45,2011,4,11,2,30,6.5
386LG-5,4.b,2,57.078,8.37,2016,11,18,10,10,6.5
386LG-15,4.b,2,55.707,6.708,2016,11,18,15,18,2
386LG-23,4.b,2,54.575,5.497,2016,11,18,19,29,2
386LG-37,4.c,1,52.56,3.6,2016,11,19,3,11,2
386LG-39,4.c,1,52.247,3.412,2016,11,19,4,18,2
386M--7,4.a,3,57.65,-0.048,2011,5,15,18,36,1
387LG-9,4.b,2,56.44,7.508,2016,12,16,12,26,1
387LG-27,4.b,2,53.88,4.825,2016,12,16,22,31,1
387LG-37,4.c,1,52.447,3.537,2016,12,17,4,16,2
387M--11,4.a,3,57.92,1.053,2011,6,12,20,58,1
388LG-17,4.b,2,55.383,6.338,2017,1,27,17,31,1
388LG-35,4.c,1,52.83,3.813,2017,1,28,3,6,1
388M--15,4.a,3,58.173,2.237,2011,7,10,23,30,1
389LG-9,4.b,2,56.652,7.745,2017,2,17,12,38,2
389LG-17,4.b,2,55.515,6.482,2017,2,17,16,50,1
389LG-25,4.b,2,54.372,5.283,2017,2,17,20,58,1
38DI-17,4.a,3,59.796,-2.714,2020,2,14,7,2,0
38DI-29,4.a,3,58.678,0.378,2020,2,14,13,47,0
38DI-39,4.a,3,58.356,3.496,2020,2,14,19,48,0
38KC-7,4.a,3,57.858,4.333,2016,2,13,20,42,1
38KC-15,4.b,2,56.712,3.073,2016,2,14,2,33,2
390M--7,4.a,3,57.667,0.002,2011,9,11,18,2,1
390M--21,4.a,3,58.575,4.072,2011,9,12,3,9,1
391LG-21,4.b,2,54.652,5.552,2017,4,28,18,40,2
392M--5,4.a,3,57.527,-0.592,2011,11,6,15,54,1
393LG-19,4.b,2,55.105,6.023,2017,6,23,17,10,1
393LG-33,4.c,1,53.063,4.188,2017,6,24,0,39,1
393LG-37,4.c,1,52.525,3.583,2017,6,24,2,37,1
393M--5,4.a,3,57.515,-0.598,2011,12,11,18,3,1
393M--17,4.a,3,58.317,2.852,2011,12,12,1,42,1
394LG-7,4.b,2,56.95,8.17,2017,7,15,10,31,2
394LG-15,4.b,2,55.833,6.853,2017,7,15,14,50,2
394LG-29,4.b,2,53.838,4.8,2017,7,15,22,24,6.5
394M--11,4.a,3,57.933,1.083,2012,1,7,20,7,0
395M--11,4.a,3,57.923,1.077,2012,2,5,23,11,1
395M--23,4.a,3,58.673,4.607,2012,2,6,7,20,1
396LG-31,4.b,2,54.407,5.325,2017,9,18,12,22,1
396M--7,4.a,3,57.657,-0.072,2012,3,11,17,16,0
396M--19,4.a,3,58.457,3.393,2012,3,12,1,29,0
397LG-11,4.b,2,56.778,7.947,2017,10,12,13,21,6.5
